screen_rank,candidate_id,arxiv_id,title,authors,published,primary_category,route_ids,route_families,route_ranks,C0_candidate,C1_metadata,C2_abstract,domain_hits,method_hits,mechanism_hits,evaluation_hits,screen_score,decision,screen_reason,canonical_url,pdf_url,raw_files
169,arxiv:1801.03110,1801.03110,QCD thermodynamics from lattice calculations with non-equilibrium methods: The SU(3) equation of state,Michele Caselle; Alessandro Nada; Marco Panero,2018-01-09T19:08:41Z,hep-lat,Q12,jarzynski,Q12:19,pass,pass,pass,hep-lat,,non-equilibrium;jarzynski,,9,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/1801.03110,https://arxiv.org/pdf/1801.03110v2,raw/arxiv/Q12.xml
170,arxiv:1911.03290,1911.03290,Static force from the lattice,Nora Brambilla; Viljami Leino; Owe Philipsen; Christian Reisinger; Antonio Vairo; Marc Wagner,2019-11-08T14:40:27Z,hep-lat,Q23,multiscale,Q23:10,pass,pass,pass,lattice gauge;hep-lat,,,,9,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/1911.03290,https://arxiv.org/pdf/1911.03290v1,expansion/raw/arxiv/Q23.xml
171,arxiv:2008.12216,2008.12216,Hybrid static potentials in SU(2) lattice gauge theory at short quark-antiquark separations,Carolin Riehl; Marc Wagner,2020-08-27T16:14:10Z,hep-lat,Q23,multiscale,Q23:8,pass,pass,pass,lattice gauge;hep-lat,,,,9,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2008.12216,https://arxiv.org/pdf/2008.12216v1,expansion/raw/arxiv/Q23.xml
172,arxiv:2105.06886,2105.06886,Long-range Ising interactions mediated by $λφ^4$ fields: probing the renormalisation of sound in crystals of trapped ions,G. Martín-Vázquez; G. Aarts; M. Müller; A. Bermudez,2021-05-14T15:16:27Z,quant-ph,Q14,author,Q14:3,pass,pass,pass,hep-lat;ising model,,,,9,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2105.06886,https://arxiv.org/pdf/2105.06886v2,raw/arxiv/Q14.xml
173,arxiv:2111.07916,2111.07916,The static force from generalized Wilson loops,Viljami Leino; Nora Brambilla; Owe Philipsen; Christian Reisinger; Antonio Vairo; Marc Wagner,2021-11-15T17:08:06Z,hep-lat,Q23,multiscale,Q23:6,pass,pass,pass,lattice gauge;hep-lat,,,,9,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2111.07916,https://arxiv.org/pdf/2111.07916v1,expansion/raw/arxiv/Q23.xml
174,arxiv:2201.01610,2201.01610,A numerical and theoretical study of multilevel performance for two-point correlator calculations,Ben Kitching-Morley; Andreas Jüttner,2022-01-05T13:46:47Z,hep-lat,Q23,multiscale,Q23:5,pass,pass,pass,hep-lat;ising model,,,,9,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2201.01610,https://arxiv.org/pdf/2201.01610v1,expansion/raw/arxiv/Q23.xml
175,arxiv:0809.5227,0809.5227,Stochastic quantization at nonzero chemical potential,Gert Aarts; Ion-Olimpiu Stamatescu,2008-09-30T15:26:28Z,hep-lat,Q21,stochastic_quantization,Q21:5,pass,pass,pass,hep-lat,langevin,,,8,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/0809.5227,https://arxiv.org/pdf/0809.5227v1,expansion/raw/arxiv/Q21.xml
176,arxiv:1311.3759,1311.3759,Towards the continuum limit in transport coefficient computations,A. Francis; O. Kaczmarek; M. Laine; M. Müller; T. Neuhaus; H. Ohno,2013-11-15T07:55:42Z,hep-lat,Q10,diffusion,Q10:27,pass,pass,pass,hep-lat,diffusion,,,8,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/1311.3759,https://arxiv.org/pdf/1311.3759v1,raw/arxiv/Q10.xml
177,arxiv:1312.0791,1312.0791,Spectral functions of charmonium from 2 flavour anisotropic lattice data,Aoife Kelly; Jon-Ivar Skullerud; Chris Allton; Dhagash Mehta; Mehmet B. Oktay,2013-12-03T12:12:54Z,hep-lat,Q10,diffusion,Q10:26,pass,pass,pass,hep-lat,diffusion,,,8,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/1312.0791,https://arxiv.org/pdf/1312.0791v1,raw/arxiv/Q10.xml
178,arxiv:1412.6594,1412.6594,Quark mass dependence of quarkonium properties at finite temperature,H. Ohno; H. -T. Ding; O. Kaczmarek,2014-12-20T04:05:19Z,hep-lat,Q10,diffusion,Q10:25,pass,pass,pass,hep-lat,diffusion,,,8,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/1412.6594,https://arxiv.org/pdf/1412.6594v1,raw/arxiv/Q10.xml
179,arxiv:1503.08813,1503.08813,Hopping parameter expansion to all orders using the complex Langevin equation,G. Aarts; E. Seiler; D. Sexty; I. -O. Stamatescu,2015-03-30T19:46:38Z,hep-lat,Q14,author,Q14:9,pass,pass,pass,hep-lat,langevin,,,8,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/1503.08813,https://arxiv.org/pdf/1503.08813v1,raw/arxiv/Q14.xml
180,arxiv:1611.02931,1611.02931,On complex Langevin dynamics and zeroes of the measure II: Fermionic determinant,G. Aarts; E. Seiler; D. Sexty; I. -O. Stamatescu,2016-11-09T13:44:48Z,hep-lat,Q14,author,Q14:8,pass,pass,pass,hep-lat,langevin,,,8,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/1611.02931,https://arxiv.org/pdf/1611.02931v1,raw/arxiv/Q14.xml
181,arxiv:1702.02297,1702.02297,Heavy Flavours in Quark-Gluon Plasma,Seyong Kim,2017-02-08T06:15:33Z,hep-lat,Q10,diffusion,Q10:24,pass,pass,pass,hep-lat,diffusion,,,8,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/1702.02297,https://arxiv.org/pdf/1702.02297v1,raw/arxiv/Q10.xml
182,arxiv:1911.02351,1911.02351,Full $\mathcal{O}(a)$ improvement of EQCD,Guy D. Moore; Niels Schlusser,2019-11-06T13:04:55Z,hep-lat,Q10,diffusion,Q10:23,pass,pass,pass,hep-lat,diffusion,,,8,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/1911.02351,https://arxiv.org/pdf/1911.02351v1,raw/arxiv/Q10.xml
183,arxiv:1912.11248,1912.11248,Color-electric correlation functions under gradient flow,Luis Altenkort; Olaf Kaczmarek; Lukas Mazur; Hai-Tao Shu,2019-12-24T08:45:12Z,hep-lat,Q10,diffusion,Q10:21,pass,pass,pass,hep-lat,diffusion,,,8,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/1912.11248,https://arxiv.org/pdf/1912.11248v2,raw/arxiv/Q10.xml
184,arxiv:2111.10340,2111.10340,Chromoelectric and chromomagnetic correlators at high temperature from gradient flow,Julian Mayer-Steudte; Nora Brambilla; Viljami Leino; Peter Petreczky,2021-11-19T17:41:26Z,hep-lat,Q10,diffusion,Q10:20,pass,pass,pass,hep-lat,diffusion,,,8,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2111.10340,https://arxiv.org/pdf/2111.10340v1,raw/arxiv/Q10.xml
185,arxiv:2111.12462,2111.12462,"Continuum extrapolation of the gradient-flowed color-magnetic correlator at $1.5\,T_c$",Luis Altenkort; Alexander M. Eller; Olaf Kaczmarek; Lukas Mazur; Guy D. Moore; Hai-Tao Shu,2021-11-24T12:34:19Z,hep-lat,Q10,diffusion,Q10:19,pass,pass,pass,hep-lat,diffusion,,,8,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2111.12462,https://arxiv.org/pdf/2111.12462v1,raw/arxiv/Q10.xml
186,arxiv:2212.10941,2212.10941,Heavy quark diffusion coefficient with gradient flow,Viljami Leino; Nora Brambilla; Julian Mayer-Steudte; Peter Petreczky,2022-12-21T11:31:45Z,hep-lat,Q10,diffusion,Q10:16,pass,pass,pass,hep-lat,diffusion,,,8,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2212.10941,https://arxiv.org/pdf/2212.10941v1,raw/arxiv/Q10.xml
187,arxiv:2311.06106,2311.06106,The calculations of Nucleon Electric Dipole Moment using background field on Lattice QCD,Fangcheng He; Michael Abramczyk; Tom Blum; Taku Izubuchi; Hiroshi Ohki; Sergey Syritsyn,2023-11-10T15:16:23Z,hep-lat,Q10,diffusion,Q10:12,pass,pass,pass,hep-lat,diffusion,,,8,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2311.06106,https://arxiv.org/pdf/2311.06106v1,raw/arxiv/Q10.xml
188,arxiv:2312.11372,2312.11372,Performance of two-level sampling for the glueball spectrum in pure gauge theory,Lorenzo Barca; Francesco Knechtli; Michael Peardon; Stefan Schaefer; Juan Andrés Urrea-Niño,2023-12-18T17:36:32Z,hep-lat,Q23,multiscale,Q23:4,pass,pass,pass,hep-lat,sampling,,,8,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2312.11372,https://arxiv.org/pdf/2312.11372v1,expansion/raw/arxiv/Q23.xml
189,arxiv:2401.06733,2401.06733,Adjoint chromoelectric and -magnetic correlators with gradient flow,Viljami Leino,2024-01-12T18:09:44Z,hep-lat,Q10,diffusion,Q10:11,pass,pass,pass,hep-lat,diffusion,,,8,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2401.06733,https://arxiv.org/pdf/2401.06733v1,raw/arxiv/Q10.xml
190,arxiv:2401.08040,2401.08040,Transport and Connection to Heavy-ion Collisions via Heavy Flavor Probes,Hai-Tao Shu,2024-01-16T01:45:51Z,hep-lat,Q10,diffusion,Q10:10,pass,pass,pass,hep-lat,diffusion,,,8,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2401.08040,https://arxiv.org/pdf/2401.08040v2,raw/arxiv/Q10.xml
191,arxiv:2404.10819,2404.10819,Multiscale Normalizing Flows for Gauge Theories,Ryan Abbott; Michael S. Albergo; Denis Boyda; Daniel C. Hackett; Gurtej Kanwar; Fernando Romero-López; Phiala E. Shanahan; Julian M. Urban,2024-04-16T18:00:05Z,hep-lat,Q05,normalizing_flow,Q05:24,pass,pass,pass,hep-lat,normalizing flow,,,8,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2404.10819,https://arxiv.org/pdf/2404.10819v1,raw/arxiv/Q05.xml
192,arxiv:2501.18288,2501.18288,Normalizing flows for SU($N$) gauge theories employing singular value decomposition,Javad Komijani; Marina K. Marinkovic,2025-01-30T11:56:16Z,hep-lat,Q05,normalizing_flow,Q05:17,pass,pass,pass,hep-lat,normalizing flow,,,8,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2501.18288,https://arxiv.org/pdf/2501.18288v1,raw/arxiv/Q05.xml
193,arxiv:2502.05452,2502.05452,Improvement in Autocorrelation Times Measured by the Master-Field Technique using Field Transformation HMC in 2+1 Domain Wall Fermion Simulations,Shuhei Yamamoto; Peter Boyle; Taku Izubuchi; Luchang Jin; Christoph Lehner; Nobuyuki Matsumoto,2025-02-08T05:22:07Z,hep-lat,Q11,critical_slowing,Q11:30,pass,pass,pass,hep-lat,,,critical slowing;autocorrelation;hmc,8,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2502.05452,https://arxiv.org/pdf/2502.05452v1,raw/arxiv/Q11.xml
194,arxiv:2504.18126,2504.18126,Lecture Notes on Normalizing Flows for Lattice Quantum Field Theories,Miranda C. N. Cheng; Niki Stratikopoulou,2025-04-25T07:22:11Z,hep-lat,Q05,normalizing_flow,Q05:14,pass,pass,pass,hep-lat,normalizing flow,,,8,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2504.18126,https://arxiv.org/pdf/2504.18126v1,raw/arxiv/Q05.xml
195,arxiv:2505.20549,2505.20549,Adjoint chromoelectric correlators for heavy quarkonium diffusion,Julian Mayer-Steudte,2025-05-26T22:24:00Z,hep-lat,Q10,diffusion,Q10:5,pass,pass,pass,hep-lat,diffusion,,,8,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2505.20549,https://arxiv.org/pdf/2505.20549v1,raw/arxiv/Q10.xml
196,arxiv:2603.13138,2603.13138,Update on the computation of the quenched $SU(6)$ Yang-Mills lattice spectrum,Andrea Falzetti; Matteo Lombardi; Mauro Lucio Papinutto; Francesco Scardino,2026-03-13T16:28:23Z,hep-lat,Q23,multiscale,Q23:2,pass,pass,pass,hep-lat,sampling,,,8,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2603.13138,https://arxiv.org/pdf/2603.13138v1,expansion/raw/arxiv/Q23.xml
197,arxiv:9907112,9907112,Lattice field theories with an energy current,John Cardy; Peter Suranyi,1999-07-08T07:43:03Z,cond-mat.stat-mech,Q07,nonequilibrium,Q07:4,pass,pass,pass,lattice scalar,,nonequilibrium,bias,8,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/9907112,https://arxiv.org/pdf/9907112v1,raw/arxiv/Q07.xml
198,arxiv:1111.5421,1111.5421,Markovian stochastic approximation with expanding projections,Christophe Andrieu; Matti Vihola,2011-11-23T07:31:58Z,math.PR,Q17,correction,Q17:27,pass,pass,pass,,sampling;metropolis,,,7,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/1111.5421,https://arxiv.org/pdf/1111.5421v2,raw/arxiv/Q17.xml
199,arxiv:1910.12222,1910.12222,f-SAEM: A fast Stochastic Approximation of the EM algorithm for nonlinear mixed effects models,Belhal Karimi; Marc Lavielle; Eric Moulines,2019-10-27T09:56:54Z,stat.ME,Q17,correction,Q17:18,pass,pass,pass,,sampling;metropolis,,,7,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/1910.12222,https://arxiv.org/pdf/1910.12222v1,raw/arxiv/Q17.xml
200,arxiv:2302.14720,2302.14720,GPU Acceleration of Swendson-Wang Dynamics,Tristan Protzman; Joel Giedt,2023-02-28T16:31:39Z,hep-lat,Q16,evaluation,Q16:29,pass,pass,pass,hep-lat,,,critical slowing;autocorrelation,7,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2302.14720,https://arxiv.org/pdf/2302.14720v1,raw/arxiv/Q16.xml
201,arxiv:2402.13678,2402.13678,Weak Poincaré inequality comparisons for ideal and hybrid slice sampling,Sam Power; Daniel Rudolf; Björn Sprungk; Andi Q. Wang,2024-02-21T10:29:26Z,stat.CO,Q17,correction,Q17:13,pass,pass,pass,,sampling;metropolis,,,7,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2402.13678,https://arxiv.org/pdf/2402.13678v2,raw/arxiv/Q17.xml
202,arxiv:2410.10810,2410.10810,Local and Global Decoding in Text Generation,Daniel Gareev; Thomas Hofmann; Ezhilmathi Krishnasamy; Tiago Pimentel,2024-10-14T17:59:38Z,cs.CL,Q17,correction,Q17:11,pass,pass,pass,,sampling;metropolis,,,7,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2410.10810,https://arxiv.org/pdf/2410.10810v1,raw/arxiv/Q17.xml
203,arxiv:2505.10444,2505.10444,Inferring entropy production in many-body systems using nonequilibrium maximum entropy,Miguel Aguilera; Sosuke Ito; Artemy Kolchinsky,2025-05-15T16:05:50Z,cond-mat.stat-mech,Q09,entropy_production,Q09:17,pass,pass,pass,,,nonequilibrium;entropy production;trajectory,,7,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2505.10444,https://arxiv.org/pdf/2505.10444v4,raw/arxiv/Q09.xml
204,arxiv:2603.16789,2603.16789,Conservative Continuous-Time Treatment Optimization,Nora Schneider; Georg Manten; Niki Kilbertus,2026-03-17T17:01:23Z,cs.LG,Q08,path_space,Q08:20,pass,pass,pass,,,path space;stochastic control;trajectory,,7,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2603.16789,https://arxiv.org/pdf/2603.16789v1,raw/arxiv/Q08.xml
205,arxiv:0509134,0509134,The Gluon Propagator in Lattice Landau Gauge with twisted boundary conditions,Torsten Tok; Kurt Langfeld; Hugo Reinhardt; Lorenz von Smekal,2005-09-26T17:04:08Z,hep-lat,Q21,stochastic_quantization,Q21:6,pass,pass,pass,hep-lat,,,exact,6,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/0509134,https://arxiv.org/pdf/0509134v1,expansion/raw/arxiv/Q21.xml
206,arxiv:0803.1811,0803.1811,Free energy landscape of mechanically unfolded model proteins: extended Jarzinsky versus inherent structure reconstruction,Stefano Luccioli; Alberto Imparato; Alessandro Torcini,2008-03-12T16:57:32Z,cond-mat.stat-mech,Q12,jarzynski,Q12:26,pass,pass,pass,,sampling,jarzynski,,6,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/0803.1811,https://arxiv.org/pdf/0803.1811v2,raw/arxiv/Q12.xml
207,arxiv:1203.3332,1203.3332,Exact Results for the Jarzynski Equality in Ising Spin Glass Models Derived by Using a Gauge Symmetry,Chiaki Yamaguchi,2012-03-15T11:45:22Z,cond-mat.dis-nn,Q12,jarzynski,Q12:25,pass,pass,pass,,,nonequilibrium;jarzynski,exact,6,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/1203.3332,https://arxiv.org/pdf/1203.3332v2,raw/arxiv/Q12.xml
208,arxiv:1809.01609,1809.01609,Thermolubricity and the Jarzynski equality,Franco Pellegrini; Emanuele Panizon; Giuseppe Santoro; Erio Tosatti,2018-09-05T16:27:57Z,cond-mat.stat-mech,Q12,jarzynski,Q12:18,pass,pass,pass,,,non-equilibrium;jarzynski,exact,6,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/1809.01609,https://arxiv.org/pdf/1809.01609v1,raw/arxiv/Q12.xml
209,arxiv:2302.03309,2302.03309,Fluctuations and stability of a fast driven Otto cycle,Ana Laura Gramajo; Elisabetta Paladino; Jukka Pekola; Rosario Fazio,2023-02-07T08:00:53Z,cond-mat.mes-hall,Q09,entropy_production,Q09:27,pass,pass,pass,,sampling,entropy production,,6,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2302.03309,https://arxiv.org/pdf/2302.03309v1,raw/arxiv/Q09.xml
210,arxiv:2411.15544,2411.15544,Stochastic calculus of run-and-tumble motion: an applied perspective,Paul C Bressloff,2024-11-23T12:48:02Z,cond-mat.stat-mech,Q09,entropy_production,Q09:20,pass,pass,pass,,diffusion,entropy production,,6,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2411.15544,https://arxiv.org/pdf/2411.15544v1,raw/arxiv/Q09.xml
211,arxiv:2503.04105,2503.04105,$1/f$ noise in the Ising model,Rahul Chhimpa; Avinash Chand Yadav,2025-03-06T05:28:22Z,cond-mat.stat-mech,Q11,critical_slowing,Q11:29,pass,pass,pass,ising model,,,critical slowing,6,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2503.04105,https://arxiv.org/pdf/2503.04105v1,raw/arxiv/Q11.xml
212,arxiv:2510.14514,2510.14514,Flow Matching for Averaged Systems,Daniel Owusu Adu; Yongxin Chen,2025-10-16T09:59:53Z,math.OC,Q18,adjacent,Q18:3,pass,pass,pass,,sampling,schrodinger,,6,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2510.14514,https://arxiv.org/pdf/2510.14514v1,raw/arxiv/Q18.xml
213,arxiv:2511.10393,2511.10393,Backbone three-point correlation function in the two-dimensional Potts model,Ming Li; Youjin Deng; Jesper Lykke Jacobsen; Jesús Salas,2025-11-13T15:13:37Z,cond-mat.stat-mech,Q11,critical_slowing,Q11:16,pass,pass,pass,,monte carlo,,critical slowing;exact,6,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2511.10393,https://arxiv.org/pdf/2511.10393v2,raw/arxiv/Q11.xml
214,arxiv:2602.23840,2602.23840,A novel gauge-equivariant neural-network architecture for preconditioners in lattice QCD,Simon Pfahler; Daniel Knüttel; Christoph Lehner; Tilo Wettig,2026-02-27T09:21:48Z,hep-lat,Q11,critical_slowing,Q11:11,pass,pass,pass,hep-lat,,,critical slowing,6,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2602.23840,https://arxiv.org/pdf/2602.23840v1,raw/arxiv/Q11.xml
215,arxiv:2603.15308,2603.15308,Normal approximation for the polynomial functionals of correlated random field sampling along random walk path in dimension $1+1$,Ao Huang; Guanglin Rang; Zhonggen Su,2026-03-16T14:05:06Z,math.PR,Q08,path_space,Q08:21,pass,pass,pass,,sampling,path space,,6,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2603.15308,https://arxiv.org/pdf/2603.15308v1,raw/arxiv/Q08.xml
216,arxiv:2603.18624,2603.18624,REST: Receding Horizon Explorative Steiner Tree for Zero-Shot Object-Goal Navigation,Shuqi Xiao; Maani Ghaffari; Chengzhong Xu; Hui Kong,2026-03-19T08:43:40Z,cs.RO,Q08,path_space,Q08:19,pass,pass,pass,,sampling,path space,,6,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2603.18624,https://arxiv.org/pdf/2603.18624v1,raw/arxiv/Q08.xml
217,arxiv:2604.27443,2604.27443,ABC: Any-Subset Autoregression via Non-Markovian Diffusion Bridges in Continuous Time and Space,Gabe Guo; Thanawat Sornwanee; Lutong Hao; Elon Litman; Stefano Ermon; Jose Blanchet,2026-04-30T05:29:06Z,cs.LG,Q08,path_space,Q08:15,pass,pass,pass,,diffusion,path space,,6,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2604.27443,https://arxiv.org/pdf/2604.27443v2,raw/arxiv/Q08.xml
218,arxiv:2605.07867,2605.07867,Cluster Dynamics Stay Fast-Until Tricriticality,Minjun Jeon; Alexandros Vasilopoulos; Dong-Hee Kim; Víctor Martín-Mayor; Nikolaos G. Fytas,2026-05-08T15:25:25Z,cond-mat.stat-mech,Q11,critical_slowing,Q11:6,pass,pass,pass,,monte carlo,,critical slowing;hybrid monte carlo,6,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2605.07867,https://arxiv.org/pdf/2605.07867v1,raw/arxiv/Q11.xml
219,arxiv:0509115,0509115,Charmonium spectral functions in Nf=2 QCD,R. Morrin; A. P. O Cais; M. B. Oktay; M. J. Peardon; J. I. Skullerud; G. Aarts; C. R. Allton,2005-09-23T18:05:16Z,hep-lat,Q14,author,Q14:20,pass,pass,pass,hep-lat,,,,5,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/0509115,https://arxiv.org/pdf/0509115v1,raw/arxiv/Q14.xml
220,arxiv:0608009,0608009,Charmonium spectral functions in two-flavour QCD,G. Aarts; C. R. Allton; R. Morrin; A. O. Cais; M. B. Oktay; M. J. Peardon; J. I. Skullerud,2006-08-15T13:18:01Z,hep-lat,Q14,author,Q14:19,pass,pass,pass,hep-lat,,,,5,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/0608009,https://arxiv.org/pdf/0608009v1,raw/arxiv/Q14.xml
221,arxiv:0610065,0610065,Charmonium spectral functions in N_f=2 QCD at high temperature,G. Aarts; C. R. Allton; R. Morrin; A. P. O Cais; M. B. Oktay; M. J. Peardon; J. I. Skullerud,2006-10-10T10:54:04Z,hep-lat,Q14,author,Q14:18,pass,pass,pass,hep-lat,,,,5,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/0610065,https://arxiv.org/pdf/0610065v1,raw/arxiv/Q14.xml
222,arxiv:0701047,0701047,A selection of nonequilibrium issues,C. Maes; K. Netocny; B. Shergelashvili,2007-01-16T11:29:38Z,math-ph,Q12,jarzynski,Q12:30,pass,pass,pass,,,nonequilibrium;jarzynski,,5,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/0701047,https://arxiv.org/pdf/0701047v1,raw/arxiv/Q12.xml
223,arxiv:0706.1261,0706.1261,Partitioning of a polymer chain between a confining cavity and a gel,Stefan Tsonchev; Rob D. Coalson; Anthony Duncan,2007-06-08T21:34:20Z,cond-mat.stat-mech,Q10,diffusion,Q10:30,pass,pass,pass,lattice field theory,,,,5,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/0706.1261,https://arxiv.org/pdf/0706.1261v1,raw/arxiv/Q10.xml
224,arxiv:0710.2795,0710.2795,Charmonium properties in the quark-gluon plasma,M. B. Oktay; M. J. Peardon; J. I. Skullerud; G. Aarts; C. R. Allton,2007-10-15T13:00:17Z,hep-lat,Q14,author,Q14:17,pass,pass,pass,hep-lat,,,,5,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/0710.2795,https://arxiv.org/pdf/0710.2795v1,raw/arxiv/Q14.xml
225,arxiv:0903.0483,0903.0483,Adaptive independent Metropolis--Hastings,Lars Holden; Ragnar Hauge; Marit Holden,2009-03-03T10:18:33Z,math.PR,Q17,correction,Q17:29,pass,pass,pass,,metropolis,,exact,5,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/0903.0483,https://arxiv.org/pdf/0903.0483v1,raw/arxiv/Q17.xml
226,arxiv:1007.4897,1007.4897,Polarised correlators at finite temperature,G. Aarts; C. R. Allton; S. J. Hands; J. Foley; S. Kim,2010-07-28T08:39:27Z,hep-lat,Q14,author,Q14:16,pass,pass,pass,hep-lat,,,,5,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/1007.4897,https://arxiv.org/pdf/1007.4897v2,raw/arxiv/Q14.xml
227,arxiv:1010.3725,1010.3725,Bottomonium above deconfinement in lattice nonrelativistic QCD,G. Aarts; S. Kim; M. P. Lombardo; M. B. Oktay; S. M. Ryan; D. K. Sinclair; J. -I. Skullerud,2010-10-18T20:38:08Z,hep-lat,Q14,author,Q14:15,pass,pass,pass,hep-lat,,,,5,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/1010.3725,https://arxiv.org/pdf/1010.3725v1,raw/arxiv/Q14.xml
228,arxiv:1202.2462,1202.2462,Aggregation-based Multilevel Methods for Lattice QCD,Andreas Frommer; Karsten Kahl; Stefan Krieg; Björn Leder; Matthias Rottmann,2012-02-11T19:38:41Z,hep-lat,Q23,multiscale,Q23:15,pass,pass,pass,hep-lat,,,,5,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/1202.2462,https://arxiv.org/pdf/1202.2462v1,expansion/raw/arxiv/Q23.xml
229,arxiv:1212.4368,1212.4368,Bottomonium from lattice QCD as a probe of the Quark-Gluon Plasma,G. Aarts; C. Allton; A. Kelly; J. -I. Skullerud; S. Kim; T. Harris; S. M. Ryan; M. P. Lombardo; M. B. Oktay; D. K. Sinclair,2012-12-18T14:44:39Z,hep-lat,Q14,author,Q14:14,pass,pass,pass,hep-lat,,,,5,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/1212.4368,https://arxiv.org/pdf/1212.4368v1,raw/arxiv/Q14.xml
230,arxiv:1303.2141,1303.2141,Non-equilibrium Approach to Thermodynamics using Jarzynski Equality and Diagonal Entropy,Van A. Ngo; Stephan Haas,2013-03-08T22:35:34Z,quant-ph,Q12,jarzynski,Q12:24,pass,pass,pass,,,non-equilibrium;jarzynski,,5,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/1303.2141,https://arxiv.org/pdf/1303.2141v3,raw/arxiv/Q12.xml
