dijkstra_rank,candidate_id,title,decision,screen_score,route_occurrences,dijkstra_distance,priority_score,reachable,path_nodes,path_relations,path_edge_weights
310,doi:10.1038/s41534-024-00804-1,Theoretical guarantees for permutation-equivariant quantum neural networks,exclude,-7,1,1.75,0.563035,yes,paper:arxiv:2606.13790 -> facet:extension -> paper:doi:10.1038/s41534-024-00804-1,paper_to_facet -> facet_to_paper,0.8 + 0.95
311,doi:10.1103/physrevlett.107.095901,Thermal Conductivity Spectroscopy Technique to Measure Phonon Mean Free Paths,exclude,-7,1,1.75,0.563035,yes,paper:arxiv:2606.13790 -> facet:objective -> paper:doi:10.1103/physrevlett.107.095901,paper_to_facet -> facet_to_paper,0.8 + 0.95
312,doi:10.1038/s41467-022-30379-4,Unraveling the electronegativity-dominated intermediate adsorption on high-entropy alloy electrocatalysts,exclude,-7,1,1.75,0.563035,yes,paper:arxiv:2606.13790 -> facet:objective -> paper:doi:10.1038/s41467-022-30379-4,paper_to_facet -> facet_to_paper,0.8 + 0.95
313,doi:10.1038/s42254-021-00348-9,Variational quantum algorithms,exclude,-14,1,1.75,0.563035,yes,paper:arxiv:2606.13790 -> facet:objective -> paper:doi:10.1038/s42254-021-00348-9,paper_to_facet -> facet_to_paper,0.8 + 0.95
314,arxiv:2309.17082,Diffusion models as stochastic quantization in lattice field theory,include,13,1,1.753239,0.692433,yes,paper:arxiv:2606.13790 -> query:Q04 -> paper:arxiv:2309.17082,root_to_query -> query_hit,0.2 + 1.553239
315,doi:10.1609/aaai.v33i01.3301922,Attention Based Spatial-Temporal Graph Convolutional Networks for Traffic Flow Forecasting,exclude,-6,3,1.758364,0.571482,yes,paper:arxiv:2606.13790 -> query:Q19 -> paper:doi:10.1609/aaai.v33i01.3301922,root_to_query -> query_hit,0.65 + 1.108364
316,doi:10.1029/2002jd003161,A near‐field tool for simulating the upstream influence of atmospheric observations: The Stochastic Time‐Inverted Lagrangian Transport (STILT) model,exclude,-4,2,1.758364,0.566482,yes,paper:arxiv:2606.13790 -> query:Q14 -> paper:doi:10.1029/2002jd003161,root_to_query -> query_hit,0.65 + 1.108364
317,doi:10.3115/1219840.1219885,Incorporating non-local information into information extraction systems by Gibbs sampling,exclude,-6,2,1.758364,0.566482,yes,paper:arxiv:2606.13790 -> query:Q21 -> paper:doi:10.3115/1219840.1219885,root_to_query -> query_hit,0.65 + 1.108364
318,doi:10.1037/met0000167,A tutorial on regularized partial correlation networks.,exclude,-7,1,1.758364,0.561482,yes,paper:arxiv:2606.13790 -> query:Q20 -> paper:doi:10.1037/met0000167,root_to_query -> query_hit,0.65 + 1.108364
319,doi:10.1159/000441458,Critical Slowing Down as a Personalized Early Warning Signal for Depression,exclude,-13,1,1.758364,0.561482,yes,paper:arxiv:2606.13790 -> query:Q11 -> paper:doi:10.1159/000441458,root_to_query -> query_hit,0.65 + 1.108364
320,doi:10.1007/978-3-642-62025-6,Diffusion Processes and their Sample Paths,exclude,-5,1,1.758364,0.561482,yes,paper:arxiv:2606.13790 -> query:Q22 -> paper:doi:10.1007/978-3-642-62025-6,root_to_query -> query_hit,0.65 + 1.108364
321,doi:10.1177/0278364920917446,Human motion trajectory prediction: a survey,exclude,-14,1,1.758364,0.561482,yes,paper:arxiv:2606.13790 -> query:Q13 -> paper:doi:10.1177/0278364920917446,root_to_query -> query_hit,0.65 + 1.108364
322,doi:10.1523/jneurosci.4227-13.2014,Precuneus Is a Functional Core of the Default-Mode Network,exclude,-7,1,1.758364,0.561482,yes,paper:arxiv:2606.13790 -> query:Q23 -> paper:doi:10.1523/jneurosci.4227-13.2014,root_to_query -> query_hit,0.65 + 1.108364
323,doi:10.1038/ncomms3291,Topological defect formation and spontaneous symmetry breaking in ion Coulomb crystals,exclude,-13,1,1.758364,0.561482,yes,paper:arxiv:2606.13790 -> query:Q12 -> paper:doi:10.1038/ncomms3291,root_to_query -> query_hit,0.65 + 1.108364
324,doi:10.46586/tches.v2022.i3.223-263,Don’t Reject This: Key-Recovery Timing Attacks Due to Rejection-Sampling in HQC and BIKE,exclude,-5,1,1.773963,0.558596,yes,paper:arxiv:2606.13790 -> query:Q10 -> paper:doi:10.46586/tches.v2022.i3.223-263,root_to_query -> query_hit,0.45 + 1.323963
325,arxiv:2101.05755,Normalizing Flows and the Real-Time Sign Problem,include,9,1,1.77889,0.647687,yes,paper:arxiv:2606.13790 -> query:Q28 -> paper:arxiv:2101.05755,root_to_query -> query_hit,0.65 + 1.12889
326,arxiv:2510.26081,Group-Equivariant Diffusion Models for Lattice Field Theory,include,11,1,1.782882,0.666952,yes,paper:arxiv:2606.13790 -> query:Q04 -> paper:arxiv:2510.26081,root_to_query -> query_hit,0.2 + 1.582882
327,arxiv:2601.19552,Generalizable Equivariant Diffusion Models for Non-Abelian Lattice Gauge Theory,include,10,1,1.796918,0.654376,yes,paper:arxiv:2606.13790 -> query:Q04 -> paper:arxiv:2601.19552,root_to_query -> query_hit,0.2 + 1.596918
328,doi:10.5194/acp-14-505-2014,"Long-range transport of giant particles in Asian dust identified by physical, mineralogical, and meteorological analysis",exclude,-12,1,1.80598,0.552719,yes,paper:arxiv:2606.13790 -> query:Q10 -> paper:doi:10.5194/acp-14-505-2014,root_to_query -> query_hit,0.45 + 1.35598
329,doi:10.1613/jair.2473,Graphical Model Inference in Optimal Control of Stochastic Multi-Agent Systems,exclude,-1,1,1.808364,0.552284,yes,paper:arxiv:2606.13790 -> query:Q36 -> paper:doi:10.1613/jair.2473,root_to_query -> query_hit,0.7 + 1.108364
330,arxiv:2602.09045,Diffusion Models for SU(2) Lattice Gauge Theory in Two Dimensions,include,10,1,1.810479,0.651898,yes,paper:arxiv:2606.13790 -> query:Q04 -> paper:arxiv:2602.09045,root_to_query -> query_hit,0.2 + 1.610479
331,doi:10.1609/aaai.v36i3.20162,Low-Light Image Enhancement with Normalizing Flow,exclude,-7,2,1.811777,0.556661,yes,paper:arxiv:2606.13790 -> query:Q19 -> paper:doi:10.1609/aaai.v36i3.20162,root_to_query -> query_hit,0.65 + 1.161777
332,doi:10.1016/j.ijimpeng.2005.10.001,Aluminium foam sandwiches collapse modes under static and dynamic three-point bending,exclude,-14,1,1.811777,0.551661,yes,paper:arxiv:2606.13790 -> query:Q23 -> paper:doi:10.1016/j.ijimpeng.2005.10.001,root_to_query -> query_hit,0.65 + 1.161777
333,doi:10.1038/s41467-020-15908-3,Critical slowing down as a biomarker for seizure susceptibility,exclude,-13,1,1.811777,0.551661,yes,paper:arxiv:2606.13790 -> query:Q11 -> paper:doi:10.1038/s41467-020-15908-3,root_to_query -> query_hit,0.65 + 1.161777
334,doi:10.1145/1391729.1391731,Describing shapes by geometrical-topological properties of real functions,exclude,-13,1,1.811777,0.551661,yes,paper:arxiv:2606.13790 -> query:Q12 -> paper:doi:10.1145/1391729.1391731,root_to_query -> query_hit,0.65 + 1.161777
335,doi:10.1073/pnas.1414261112,Disentangling mechanisms that mediate the balance between stochastic and deterministic processes in microbial succession,exclude,-13,1,1.811777,0.551661,yes,paper:arxiv:2606.13790 -> query:Q13 -> paper:doi:10.1073/pnas.1414261112,root_to_query -> query_hit,0.65 + 1.161777
336,doi:10.1111/1468-0262.00274,Maximum Likelihood Estimation of Discretely Sampled Diffusions: A Closed-form Approximation Approach,exclude,-5,1,1.811777,0.551661,yes,paper:arxiv:2606.13790 -> query:Q22 -> paper:doi:10.1111/1468-0262.00274,root_to_query -> query_hit,0.65 + 1.161777
337,doi:10.1088/1751-8121/ab7cfe,Stochastic resetting and applications,exclude,-6,1,1.811777,0.551661,yes,paper:arxiv:2606.13790 -> query:Q14 -> paper:doi:10.1088/1751-8121/ab7cfe,root_to_query -> query_hit,0.65 + 1.161777
338,doi:10.31274/td-20240617-339,"Low-cost fabrication methods for creating an inertial-based, multiphase microfluidic bioaerosol sampler",exclude,-7,1,1.813775,0.551297,yes,paper:arxiv:2606.13790 -> query:Q34 -> paper:doi:10.31274/td-20240617-339,root_to_query -> query_hit,0.8 + 1.013775
339,arxiv:2601.18273,Toward Scalable Normalizing Flows for the Hubbard Model,include,9,1,1.821034,0.639977,yes,paper:arxiv:2606.13790 -> query:Q28 -> paper:arxiv:2601.18273,root_to_query -> query_hit,0.65 + 1.171034
340,doi:10.22323/1.396.0338,Machine Learning of Thermodynamic Observables in the Presence of Mode Collapse,monitor,7,1,1.823775,0.619479,yes,paper:arxiv:2606.13790 -> query:Q32 -> paper:doi:10.22323/1.396.0338,root_to_query -> query_hit,0.85 + 0.973775
341,doi:10.46586/tches.v2022.i1.414-460,Masked Accelerators and Instruction Set Extensions for Post-Quantum Cryptography,exclude,-12,1,1.835623,0.547333,yes,paper:arxiv:2606.13790 -> query:Q10 -> paper:doi:10.46586/tches.v2022.i1.414-460,root_to_query -> query_hit,0.45 + 1.385623
342,arxiv:2510.01328,Combining complex Langevin dynamics with score-based and energy-based diffusion models,monitor,8,1,1.836294,0.627212,yes,paper:arxiv:2606.13790 -> query:Q04 -> paper:arxiv:2510.01328,root_to_query -> query_hit,0.2 + 1.636294
343,arxiv:2605.11199,Operator Spectroscopy of Trained Lattice Samplers,include,9,1,1.848603,0.634992,yes,paper:arxiv:2606.13790 -> query:Q04 -> paper:arxiv:2605.11199,root_to_query -> query_hit,0.2 + 1.648603
344,doi:10.1609/aaai.v31i1.10735,Deep Spatio-Temporal Residual Networks for Citywide Crowd Flows Prediction,exclude,-7,2,1.85889,0.548144,yes,paper:arxiv:2606.13790 -> query:Q21 -> paper:doi:10.1609/aaai.v31i1.10735,root_to_query -> query_hit,0.65 + 1.20889
345,doi:10.1145/3581783.3611943,A Tale of Two Graphs: Freezing and Denoising Graph Structures for Multimodal Recommendation,exclude,-6,1,1.85889,0.543144,yes,paper:arxiv:2606.13790 -> query:Q12 -> paper:doi:10.1145/3581783.3611943,root_to_query -> query_hit,0.65 + 1.20889
346,doi:10.1016/0370-1573(90)90099-n,"Anomalous diffusion in disordered media: Statistical mechanisms, models and physical applications",exclude,-7,1,1.85889,0.543144,yes,paper:arxiv:2606.13790 -> query:Q22 -> paper:doi:10.1016/0370-1573(90)90099-n,root_to_query -> query_hit,0.65 + 1.20889
347,arxiv:2010.05646,HiFi-GAN: Generative Adversarial Networks for Efficient and High Fidelity Speech Synthesis,exclude,-4,1,1.85889,0.543144,yes,paper:arxiv:2606.13790 -> query:Q20 -> paper:arxiv:2010.05646,root_to_query -> query_hit,0.65 + 1.20889
348,doi:10.1038/npjqi.2015.1,Majorana zero modes and topological quantum computation,exclude,-6,1,1.85889,0.543144,yes,paper:arxiv:2606.13790 -> query:Q23 -> paper:doi:10.1038/npjqi.2015.1,root_to_query -> query_hit,0.65 + 1.20889
349,doi:10.1007/978-3-642-61370-8,Numerical Techniques for Stochastic Optimization,exclude,-13,1,1.85889,0.543144,yes,paper:arxiv:2606.13790 -> query:Q14 -> paper:doi:10.1007/978-3-642-61370-8,root_to_query -> query_hit,0.65 + 1.20889
350,doi:10.1038/s41396-018-0082-4,Soil pH mediates the balance between stochastic and deterministic assembly of bacteria,exclude,-6,1,1.85889,0.543144,yes,paper:arxiv:2606.13790 -> query:Q13 -> paper:doi:10.1038/s41396-018-0082-4,root_to_query -> query_hit,0.65 + 1.20889
351,doi:10.1093/cercor/bhp055,Where Is the Semantic System? A Critical Review and Meta-Analysis of 120 Functional Neuroimaging Studies,exclude,-14,1,1.85889,0.543144,yes,paper:arxiv:2606.13790 -> query:Q11 -> paper:doi:10.1093/cercor/bhp055,root_to_query -> query_hit,0.65 + 1.20889
352,arxiv:2605.22444,Normalizing flows for all-orders QED corrections in lattice field theory,include,9,1,1.859158,0.633095,yes,paper:arxiv:2606.13790 -> query:Q28 -> paper:arxiv:2605.22444,root_to_query -> query_hit,0.65 + 1.209158
353,arxiv:2111.15141,Path Integral Sampler: a stochastic control approach for sampling,include,13,1,1.860544,0.672847,yes,paper:arxiv:2606.13790 -> query:Q04 -> paper:arxiv:2111.15141,root_to_query -> query_hit,0.2 + 1.660544
354,arxiv:2002.02001,A guide to state-space modeling of ecological time series,exclude,-2,1,1.861777,0.542626,yes,paper:arxiv:2606.13790 -> query:Q36 -> paper:arxiv:2002.02001,root_to_query -> query_hit,0.7 + 1.161777
355,doi:10.1002/adma.202301585,Efficient Therapy of Inflammatory Bowel Disease (IBD) with Highly Specific and Durable Targeted Ta<sub>2</sub>C Modified with Chondroitin Sulfate (TACS),exclude,-12,1,1.86322,0.542367,yes,paper:arxiv:2606.13790 -> query:Q10 -> paper:doi:10.1002/adma.202301585,root_to_query -> query_hit,0.45 + 1.41322
356,arxiv:2302.13834,Denoising Diffusion Samplers,include,12,1,1.872139,0.660772,yes,paper:arxiv:2606.13790 -> query:Q04 -> paper:arxiv:2302.13834,root_to_query -> query_hit,0.2 + 1.672139
357,arxiv:2211.01364,An optimal control perspective on diffusion-based generative modeling,include,13,2,1.883408,0.673763,yes,paper:arxiv:2606.13790 -> query:Q04 -> paper:arxiv:2211.01364,root_to_query -> query_hit,0.2 + 1.683408
358,doi:10.1108/cdi.1998.3.2.94.4,Training materials Open Learning Sampler,exclude,-7,1,1.886704,0.538177,yes,paper:arxiv:2606.13790 -> query:Q34 -> paper:doi:10.1108/cdi.1998.3.2.94.4,root_to_query -> query_hit,0.8 + 1.086704
359,doi:10.1016/j.jbc.2023.105416,SLC3A2 N-glycosylation and Golgi remodeling regulate SLC7A amino acid exchangers and stress mitigation,exclude,-5,1,1.889035,0.537763,yes,paper:arxiv:2606.13790 -> query:Q10 -> paper:doi:10.1016/j.jbc.2023.105416,root_to_query -> query_hit,0.45 + 1.439035
360,arxiv:2307.01198,Improved sampling via learned diffusions,include,9,1,1.894367,0.626817,yes,paper:arxiv:2606.13790 -> query:Q04 -> paper:arxiv:2307.01198,root_to_query -> query_hit,0.2 + 1.694367
361,doi:10.1038/nbt.3935,"Shotgun metagenomics, from sampling to analysis",exclude,-7,2,1.901034,0.540637,yes,paper:arxiv:2606.13790 -> query:Q21 -> paper:doi:10.1038/nbt.3935,root_to_query -> query_hit,0.65 + 1.251034
362,doi:10.1038/s41592-021-01336-8,Benchmarking atlas-level data integration in single-cell genomics,exclude,-7,1,1.901034,0.535637,yes,paper:arxiv:2606.13790 -> query:Q13 -> paper:doi:10.1038/s41592-021-01336-8,root_to_query -> query_hit,0.65 + 1.251034
363,doi:10.1073/pnas.1509267112,Direct calculation of ice homogeneous nucleation rate for a molecular model of water,exclude,-4,1,1.901034,0.535637,yes,paper:arxiv:2606.13790 -> query:Q12 -> paper:doi:10.1073/pnas.1509267112,root_to_query -> query_hit,0.65 + 1.251034
364,doi:10.1007/s00332-018-9525-3,Machine Learning Approximation Algorithms for High-Dimensional Fully Nonlinear Partial Differential Equations and Second-order Backward Stochastic Differential Equations,exclude,-13,1,1.901034,0.535637,yes,paper:arxiv:2606.13790 -> query:Q14 -> paper:doi:10.1007/s00332-018-9525-3,root_to_query -> query_hit,0.65 + 1.251034
365,doi:10.1016/j.aei.2022.101552,Multi-mode data augmentation and fault diagnosis of rotating machinery using modified ACGAN designed with new framework,exclude,-14,1,1.901034,0.535637,yes,paper:arxiv:2606.13790 -> query:Q23 -> paper:doi:10.1016/j.aei.2022.101552,root_to_query -> query_hit,0.65 + 1.251034
366,doi:10.3758/brm.41.4.1149,Statistical power analyses using G*Power 3.1: Tests for correlation and regression analyses,exclude,-14,1,1.901034,0.535637,yes,paper:arxiv:2606.13790 -> query:Q11 -> paper:doi:10.3758/brm.41.4.1149,root_to_query -> query_hit,0.65 + 1.251034
367,doi:10.1002/mrm.20033,The effect of gradient sampling schemes on measures derived from diffusion tensor MRI: A Monte Carlo study†,exclude,-5,1,1.901034,0.535637,yes,paper:arxiv:2606.13790 -> query:Q22 -> paper:doi:10.1002/mrm.20033,root_to_query -> query_hit,0.65 + 1.251034
368,doi:10.1107/s160057671500254x,"Versatile sample environments and automation for biological solution X-ray scattering experiments at the P12 beamline (PETRA III, DESY)",exclude,-6,1,1.901034,0.535637,yes,paper:arxiv:2606.13790 -> query:Q19 -> paper:doi:10.1107/s160057671500254x,root_to_query -> query_hit,0.65 + 1.251034
369,arxiv:2307.01050,Transport meets Variational Inference: Controlled Monte Carlo Diffusions,include,12,1,1.905034,0.654929,yes,paper:arxiv:2606.13790 -> query:Q04 -> paper:arxiv:2307.01050,root_to_query -> query_hit,0.2 + 1.705034
370,doi:10.1111/j.1467-9868.2012.01046.x,SMC2: An Efficient Algorithm for Sequential Analysis of State Space Models,exclude,5,1,1.90889,0.584249,yes,paper:arxiv:2606.13790 -> query:Q36 -> paper:doi:10.1111/j.1467-9868.2012.01046.x,root_to_query -> query_hit,0.7 + 1.20889
371,arxiv:2410.02711,NETS: A Non-Equilibrium Transport Sampler,include,11,1,1.915425,0.643097,yes,paper:arxiv:2606.13790 -> query:Q04 -> paper:arxiv:2410.02711,root_to_query -> query_hit,0.2 + 1.715425
372,doi:10.1007/bf01262690,The Thermodynamics of Elastic Materials with Heat Conduction and Viscosity,exclude,0,1,1.925552,0.531317,yes,paper:arxiv:2606.13790 -> query:Q04 -> paper:doi:10.1007/bf01262690,root_to_query -> query_hit,0.2 + 1.725552
373,arxiv:2112.01586,HMC with Normalizing Flows,exclude,-2,1,1.92598,0.531242,yes,paper:arxiv:2606.13790 -> query:Q28 -> paper:arxiv:2112.01586,root_to_query -> query_hit,0.65 + 1.27598
374,arxiv:2010.0018,Maximum Entropy Production in Environmental and Ecological Systems,exclude,2,1,1.935429,0.549588,yes,paper:arxiv:2606.13790 -> query:Q04 -> paper:arxiv:2010.0018,root_to_query -> query_hit,0.2 + 1.735429
375,doi:10.1021/acsearthspacechem.2c00031,Dynamic Responses of Trace Metal Bioaccessibility to Fluctuating Redox Conditions in Wetland Soils and Stream Sediments,exclude,-5,1,1.936149,0.529462,yes,paper:arxiv:2606.13790 -> query:Q10 -> paper:doi:10.1021/acsearthspacechem.2c00031,root_to_query -> query_hit,0.45 + 1.486149
376,doi:10.1109/tpami.2010.147,SIFT Flow: Dense Correspondence across Scenes and Its Applications,exclude,-5,3,1.939158,0.538936,yes,paper:arxiv:2606.13790 -> query:Q19 -> paper:doi:10.1109/tpami.2010.147,root_to_query -> query_hit,0.65 + 1.289158
377,doi:10.1098/rsta.2011.0304,Early warning of climate tipping points from critical slowing down: comparing methods to improve robustness,exclude,-13,1,1.939158,0.528936,yes,paper:arxiv:2606.13790 -> query:Q11 -> paper:doi:10.1098/rsta.2011.0304,root_to_query -> query_hit,0.65 + 1.289158
378,doi:10.18653/v1/2022.acl-long.26,GLM: General Language Model Pretraining with Autoregressive Blank Infilling,exclude,-14,1,1.939158,0.528936,yes,paper:arxiv:2606.13790 -> query:Q20 -> paper:doi:10.18653/v1/2022.acl-long.26,root_to_query -> query_hit,0.65 + 1.289158
379,doi:10.5194/gmd-12-1443-2019,Global emissions pathways under different socioeconomic scenarios for use in CMIP6: a dataset of harmonized emissions trajectories through the end of the century,exclude,-7,1,1.939158,0.528936,yes,paper:arxiv:2606.13790 -> query:Q13 -> paper:doi:10.5194/gmd-12-1443-2019,root_to_query -> query_hit,0.65 + 1.289158
380,doi:10.1103/physrevlett.120.177401,High-Harmonic Generation in Solids with and without Topological Edge States,exclude,-6,1,1.939158,0.528936,yes,paper:arxiv:2606.13790 -> query:Q12 -> paper:doi:10.1103/physrevlett.120.177401,root_to_query -> query_hit,0.65 + 1.289158
381,doi:10.1016/s1053-8119(03)00336-7,How to correct susceptibility distortions in spin-echo echo-planar images: application to diffusion tensor imaging,exclude,-7,1,1.939158,0.528936,yes,paper:arxiv:2606.13790 -> query:Q22 -> paper:doi:10.1016/s1053-8119(03)00336-7,root_to_query -> query_hit,0.65 + 1.289158
382,doi:10.1016/j.automatica.2017.09.004,Stochastic optimal control via forward and backward stochastic differential equations and importance sampling,exclude,-6,1,1.939158,0.528936,yes,paper:arxiv:2606.13790 -> query:Q14 -> paper:doi:10.1016/j.automatica.2017.09.004,root_to_query -> query_hit,0.65 + 1.289158
383,doi:10.1145/1993636.1993682,The computational complexity of linear optics,exclude,-7,1,1.939158,0.528936,yes,paper:arxiv:2606.13790 -> query:Q23 -> paper:doi:10.1145/1993636.1993682,root_to_query -> query_hit,0.65 + 1.289158
384,doi:10.3390/e12030613,The Maximum Entropy Production Principle: Its Theoretical Foundations and Applications to the Earth System,exclude,0,1,1.945068,0.527905,yes,paper:arxiv:2606.13790 -> query:Q04 -> paper:doi:10.3390/e12030613,root_to_query -> query_hit,0.2 + 1.745068
385,doi:10.2172/1136099,Maintenance Connection (MC): MC Tablet Hybrid Software Training for Sampler Inspections [Slides],exclude,-7,1,1.948364,0.527331,yes,paper:arxiv:2606.13790 -> query:Q34 -> paper:doi:10.2172/1136099,root_to_query -> query_hit,0.8 + 1.148364
386,doi:10.1080/01621459.2020.1847120,Stochastic Gradient Markov Chain Monte Carlo,exclude,-1,1,1.951034,0.526866,yes,paper:arxiv:2606.13790 -> query:Q36 -> paper:doi:10.1080/01621459.2020.1847120,root_to_query -> query_hit,0.7 + 1.251034
387,doi:10.1073/pnas.2024300118,Improved Bounds on Entropy Production in Living Systems,exclude,0,1,1.95448,0.526267,yes,paper:arxiv:2606.13790 -> query:Q04 -> paper:doi:10.1073/pnas.2024300118,root_to_query -> query_hit,0.2 + 1.75448
388,arxiv:2603.12501,Normalizing-flow-based density of states for (1+1)D U(1) lattice gauge theory with a $θ$-term,include,10,1,1.955623,0.626068,yes,paper:arxiv:2606.13790 -> query:Q28 -> paper:arxiv:2603.12501,root_to_query -> query_hit,0.65 + 1.305623
389,doi:10.5281/zenodo.1314289,Dependent Relational Gamma Process Models For Longitudinal Networks,exclude,-4,1,1.957776,0.525694,yes,paper:arxiv:2606.13790 -> query:Q10 -> paper:doi:10.5281/zenodo.1314289,root_to_query -> query_hit,0.45 + 1.507776
390,doi:10.1088/1748-0221/15/11/p11004,DCTRGAN: improving the precision of generative models with reweighting,exclude,-5,1,1.958364,0.525592,yes,paper:arxiv:2606.13790 -> query:Q32 -> paper:doi:10.1088/1748-0221/15/11/p11004,root_to_query -> query_hit,0.85 + 1.108364
391,doi:10.3390/e26090761,Information Thermodynamics: From Physics to Neuroscience,exclude,0,1,1.963676,0.524671,yes,paper:arxiv:2606.13790 -> query:Q04 -> paper:doi:10.3390/e26090761,root_to_query -> query_hit,0.2 + 1.763676
392,doi:10.3390/e22040452,The Role of Entropy in the Development of Economics,exclude,-1,1,1.972665,0.523117,yes,paper:arxiv:2606.13790 -> query:Q04 -> paper:doi:10.3390/e22040452,root_to_query -> query_hit,0.2 + 1.772665
393,arxiv:2002.09547,Stochastic Normalizing Flows,include,10,1,1.973963,0.622892,yes,paper:arxiv:2606.13790 -> query:Q21 -> paper:arxiv:2002.09547,root_to_query -> query_hit,0.65 + 1.323963
394,doi:10.1175/1520-0493(2000)128<1852:aeksfn>2.0.co;2,An Ensemble Kalman Smoother for Nonlinear Dynamics,exclude,-14,1,1.973963,0.522892,yes,paper:arxiv:2606.13790 -> query:Q14 -> paper:doi:10.1175/1520-0493(2000)128<1852:aeksfn>2.0.co;2,root_to_query -> query_hit,0.65 + 1.323963
395,doi:10.1016/j.socscimed.2016.08.027,Debt trajectories and mental health,exclude,-14,1,1.973963,0.522892,yes,paper:arxiv:2606.13790 -> query:Q13 -> paper:doi:10.1016/j.socscimed.2016.08.027,root_to_query -> query_hit,0.65 + 1.323963
396,arxiv:2105.05233,Diffusion Models Beat GANs on Image Synthesis,exclude,-4,1,1.973963,0.522892,yes,paper:arxiv:2606.13790 -> query:Q22 -> paper:arxiv:2105.05233,root_to_query -> query_hit,0.65 + 1.323963
397,doi:10.1016/j.jhydrol.2018.01.045,Forecasting groundwater levels using nonlinear autoregressive networks with exogenous input (NARX),exclude,-13,1,1.973963,0.522892,yes,paper:arxiv:2606.13790 -> query:Q20 -> paper:doi:10.1016/j.jhydrol.2018.01.045,root_to_query -> query_hit,0.65 + 1.323963
398,doi:10.1016/j.cviu.2021.103314,HSGAN: Reducing mode collapse in GANs by the latent code distance of homogeneous samples,exclude,-6,1,1.973963,0.522892,yes,paper:arxiv:2606.13790 -> query:Q23 -> paper:doi:10.1016/j.cviu.2021.103314,root_to_query -> query_hit,0.65 + 1.323963
399,doi:10.1063/1.4832897,Identification of structure in condensed matter with the topological cluster classification,exclude,-13,1,1.973963,0.522892,yes,paper:arxiv:2606.13790 -> query:Q12 -> paper:doi:10.1063/1.4832897,root_to_query -> query_hit,0.65 + 1.323963
400,doi:10.1016/j.enpol.2013.03.018,Social acceptance of low carbon energy and associated infrastructures: A critical discussion,exclude,-14,1,1.973963,0.522892,yes,paper:arxiv:2606.13790 -> query:Q11 -> paper:doi:10.1016/j.enpol.2013.03.018,root_to_query -> query_hit,0.65 + 1.323963
401,doi:10.1002/ana.410330109,The trigeminovascular system and migraine: Studies characterizing cerebrovascular and neuropeptide changes seen in humans and cats,exclude,-5,1,1.973963,0.522892,yes,paper:arxiv:2606.13790 -> query:Q19 -> paper:doi:10.1002/ana.410330109,root_to_query -> query_hit,0.65 + 1.323963
402,arxiv:2010.12135,Graph Geometry Interaction Learning,exclude,-10,1,1.978293,0.522146,yes,paper:arxiv:2606.13790 -> query:Q10 -> paper:arxiv:2010.12135,root_to_query -> query_hit,0.45 + 1.528293
403,doi:10.3390/e21010056,Entropy and Its Application to Urban Systems,exclude,-1,1,1.981457,0.5216,yes,paper:arxiv:2606.13790 -> query:Q04 -> paper:doi:10.3390/e21010056,root_to_query -> query_hit,0.2 + 1.781457
404,arxiv:2404.10819,Multiscale Normalizing Flows for Gauge Theories,monitor,7,1,1.98322,0.591297,yes,paper:arxiv:2606.13790 -> query:Q28 -> paper:arxiv:2404.10819,root_to_query -> query_hit,0.65 + 1.33322
405,doi:10.1109/jstsp.2015.2496908,A Survey of Stochastic Simulation and Optimization Methods in Signal Processing,exclude,-1,1,1.989158,0.520276,yes,paper:arxiv:2606.13790 -> query:Q36 -> paper:doi:10.1109/jstsp.2015.2496908,root_to_query -> query_hit,0.7 + 1.289158
406,doi:10.1147/rd.53.0183,Irreversibility and Heat Generation in the Computing Process,exclude,-1,1,1.990059,0.520121,yes,paper:arxiv:2606.13790 -> query:Q04 -> paper:doi:10.1147/rd.53.0183,root_to_query -> query_hit,0.2 + 1.790059
407,doi:10.1145/3656579,A Survey of Multi-modal Knowledge Graphs: Technologies and Trends,exclude,-5,1,1.997809,0.518792,yes,paper:arxiv:2606.13790 -> query:Q10 -> paper:doi:10.1145/3656579,root_to_query -> query_hit,0.45 + 1.547809
408,doi:10.1103/physrevlett.100.080403,Second Law of Thermodynamics with Discrete Quantum Feedback Control,exclude,0,1,1.99848,0.518677,yes,paper:arxiv:2606.13790 -> query:Q04 -> paper:doi:10.1103/physrevlett.100.080403,root_to_query -> query_hit,0.2 + 1.79848
409,doi:10.1002/alt.3810081002,A CPR sampler of ADR clauses,exclude,-7,1,2.001777,0.518113,yes,paper:arxiv:2606.13790 -> query:Q34 -> paper:doi:10.1002/alt.3810081002,root_to_query -> query_hit,0.8 + 1.201777
410,doi:10.1038/s41467-019-09982-5,CUT&amp;Tag for efficient epigenomic profiling of small samples and single cells,exclude,-7,1,2.00598,0.517395,yes,paper:arxiv:2606.13790 -> query:Q11 -> paper:doi:10.1038/s41467-019-09982-5,root_to_query -> query_hit,0.65 + 1.35598
411,doi:10.1029/2008wr006912,"Catchments as simple dynamical systems: Catchment characterization, rainfall‐runoff modeling, and doing hydrology backward",exclude,-6,1,2.00598,0.517395,yes,paper:arxiv:2606.13790 -> query:Q14 -> paper:doi:10.1029/2008wr006912,root_to_query -> query_hit,0.65 + 1.35598
