node_id,node_type,label,decision,facets,source
author:tanja_liesch,author,Tanja Liesch,,,
author:stefan_broda,author,Stefan Broda,,,
paper:doi:10.3389/fpsyg.2012.00130,paper,Free-Energy Minimization and the Dark-Room Problem,exclude,objective,https://doi.org/10.3389/fpsyg.2012.00130
author:christopher_i_thornton,author,Christopher I. Thornton,,,
author:andy_clark,author,Andy Clark,,,
paper:doi:10.1083/jcb.201012028,paper,High-resolution mapping reveals topologically distinct cellular pools of phosphatidylserine,exclude,failure,https://doi.org/10.1083/jcb.201012028
author:gregory_d_fairn,author,Gregory D. Fairn,,,
author:nicole_l_schieber,author,Nicole L. Schieber,,,
author:nicholas_ariotti,author,Nicholas Ariotti,,,
author:samantha_murphy,author,Samantha Murphy,,,
author:lars_kuerschner,author,Lars Kuerschner,,,
author:richard_i_webb,author,Richard I. Webb,,,
author:sergio_grinstein,author,Sergio Grinstein,,,
author:robert_g_parton,author,Robert G. Parton,,,
paper:doi:10.1063/1.4832897,paper,Identification of structure in condensed matter with the topological cluster classification,exclude,failure,https://doi.org/10.1063/1.4832897
author:alex_malins,author,Alex Malins,,,
author:stephen_r_williams,author,Stephen R. Williams,,,
author:jens_eggers,author,Jens Eggers,,,
author:c_patrick_royall,author,C. Patrick Royall,,,
paper:doi:10.1016/j.socnet.2009.02.004,paper,Introduction to stochastic actor-based models for network dynamics,exclude,mechanism,https://doi.org/10.1016/j.socnet.2009.02.004
author:tom_a_b_snijders,author,Tom A. B. Snijders,,,
author:gerhard_g_van_de_bunt,author,Gerhard G. van de Bunt,,,
author:christian_steglich,author,Christian Steglich,,,
paper:doi:10.1007/s00332-018-9525-3,paper,Machine Learning Approximation Algorithms for High-Dimensional Fully Nonlinear Partial Differential Equations and Second-order Backward Stochastic Differential Equations,exclude,mechanism,https://doi.org/10.1007/s00332-018-9525-3
author:christian_beck,author,Christian Beck,,,
paper:doi:10.1007/978-3-642-61370-8,paper,Numerical Techniques for Stochastic Optimization,exclude,mechanism,https://doi.org/10.1007/978-3-642-61370-8
author:y_ermoliev,author,Y. Ermoliev,,,
author:wets_r_j_b,author,"Wets, R.J.-B.",,,
paper:doi:10.1038/s41563-020-00807-1,paper,Observation of fluctuation-mediated picosecond nucleation of a topological phase,exclude,failure,https://doi.org/10.1038/s41563-020-00807-1
author:felix_b_ttner,author,Felix Büttner,,,
author:bastian_pfau,author,Bastian Pfau,,,
author:marie_b_ttcher,author,Marie Böttcher,,,
author:michael_schneider,author,Michael Schneider,,,
author:giuseppe_mercurio,author,Giuseppe Mercurio,,,
author:c_g_nther,author,C. Günther,,,
author:piet_hessing,author,Piet Hessing,,,
author:christopher_klose,author,Christopher Klose,,,
author:angela_wittmann,author,Angela Wittmann,,,
author:kathinka_gerlinger,author,Kathinka Gerlinger,,,
author:lisa_marie_kern,author,Lisa‐Marie Kern,,,
author:christian_str_ber,author,Christian Strüber,,,
author:clemens_von_korff_schmising,author,Clemens von Korff Schmising,,,
author:josefin_fuchs,author,Josefin Fuchs,,,
author:dieter_engel,author,Dieter Engel,,,
author:alexandra_churikova,author,Alexandra Churikova,,,
author:siying_huang,author,Siying Huang,,,
author:daniel_suzuki,author,Daniel Suzuki,,,
author:ivan_lemesh,author,Ivan Lemesh,,,
author:mantao_huang,author,Mantao Huang,,,
author:lucas_caretta,author,Lucas Caretta,,,
author:david_weder,author,David Weder,,,
author:john_h_gaida,author,John H. Gaida,,,
author:tyler_r_harvey,author,Tyler R. Harvey,,,
author:sergey_zayko,author,Sergey Zayko,,,
author:kai_bagschik,author,Kai Bagschik,,,
author:robert_carley,author,Robert Carley,,,
author:laurent_mercadier,author,Laurent Mercadier,,,
author:justine_schlappa,author,Justine Schlappa,,,
author:alexander_yaroslavtsev,author,Alexander Yaroslavtsev,,,
author:lo_c_le_guyarder,author,Loïc Le Guyarder,,,
author:natalia_gerasimova,author,Natalia Gerasimova,,,
author:andreas_scherz,author,Andreas Scherz,,,
author:carsten_deiter,author,Carsten Deiter,,,
author:rafael_gort,author,Rafael Gort,,,
author:david_hickin,author,David Hickin,,,
author:jun_zhu,author,Jun Zhu,,,
author:m_turcato,author,M. Turcato,,,
author:d_lomidze,author,D. Lomidze,,,
author:florian_erdinger,author,Florian Erdinger,,,
author:a_castoldi,author,A. Castoldi,,,
author:stefano_maffessanti,author,Stefano Maffessanti,,,
author:m_porro,author,M. Porro,,,
author:a_samartsev,author,A. Samartsev,,,
author:jairo_sinova,author,Jairo Sinova,,,
author:claus_ropers,author,Claus Ropers,,,
author:johan_h_mentink,author,Johan H. Mentink,,,
author:bertrand_dup,author,Bertrand Dupé,,,
author:geoffrey_s_d_beach,author,Geoffrey S. D. Beach,,,
author:stefan_eisebitt,author,Stefan Eisebitt,,,
paper:doi:10.1038/ncomms6945,paper,Quorum sensing triggers the stochastic escape of individual cells from Pseudomonas putida biofilms,exclude,adjacent_method,https://doi.org/10.1038/ncomms6945
author:gerardo_c_rcamo_oyarce,author,Gerardo Cárcamo‐Oyarce,,,
author:putthapoom_lumjiaktase,author,Putthapoom Lumjiaktase,,,
author:rolf_k_mmerli,author,Rolf Kümmerli,,,
author:leo_eberl,author,Leo Eberl,,,
paper:doi:10.22323/1.020.0284,paper,Stochastic Perturbation Theory and the Gluon Condensate,exclude,identity,https://doi.org/10.22323/1.020.0284
author:paul_e_l_rakow,author,Paul E.L. Rakow,,,
paper:doi:10.1017/cbo9780511564055.009,paper,Stochastic quantisation,exclude,identity,https://doi.org/10.1017/cbo9780511564055.009
paper:doi:10.1098/rsif.2017.0792,paper,"The Markov blankets of life: autonomy, active inference and the free energy principle",exclude,objective,https://doi.org/10.1098/rsif.2017.0792
author:michael_d_kirchhoff,author,Michael D. Kirchhoff,,,
author:thomas_parr,author,Thomas Parr,,,
author:ensor_rafael_palacios,author,Ensor Rafael Palacios,,,
author:julian_kiverstein,author,Julian Kiverstein,,,
paper:title:the neural autoregressive distribution estimator,paper,The Neural Autoregressive Distribution Estimator,exclude,adjacent_method,https://hdl.handle.net/20.500.11820/ce1fcbb7-2cdf-44de-9baa-e0b359d586b6
author:hugo_larochelle,author,Hugo Larochelle,,,
paper:doi:10.22323/1.187.0325,paper,The Schrödinger Functional in Numerical Stochastic Perturbation Theory,exclude,identity,https://doi.org/10.22323/1.187.0325
author:stefan_sint,author,Stefan Sint,,,
author:michele_brambilla,author,Michele Brambilla,,,
paper:doi:10.22323/1.164.0240,paper,Three loops renormalization constants in Numerical Stochastic Perturbation Theory,exclude,identity,https://doi.org/10.22323/1.164.0240
author:masayasu_hasegawa,author,Masayasu Hasegawa,,,
paper:doi:10.1038/ncomms3291,paper,Topological defect formation and spontaneous symmetry breaking in ion Coulomb crystals,exclude,failure,https://doi.org/10.1038/ncomms3291
author:karsten_pyka,author,Karsten Pyka,,,
author:jonas_keller,author,Jonas Keller,,,
author:heather_l_partner,author,Heather L. Partner,,,
author:ramil_nigmatullin,author,Ramil Nigmatullin,,,
author:t_burgermeister,author,T. Burgermeister,,,
author:dominik_meier,author,Dominik Meier,,,
author:kristijan_kuhlmann,author,Kristijan Kuhlmann,,,
author:alex_retzker,author,Alex Retzker,,,
author:martin_b_plenio,author,Martin B. Plenio,,,
author:wojciech_h_zurek,author,Wojciech H. Zurek,,,
author:adolfo_del_campo,author,Adolfo del Campo,,,
author:t_e_mehlst_ubler,author,T. E. Mehlstäubler,,,
paper:doi:10.22323/1.066.0215,paper,Towards a determination of $c_{SW}$ using Numerical Stochastic Perturbation Theory (NSPT),exclude,identity,https://doi.org/10.22323/1.066.0215
author:christian_torrero,author,Christian Torrero,,,
paper:doi:10.22323/1.032.0032,paper,Trajectory length and autocorrelation times:  Nf=2 simulations in the Schrodinger functional,exclude,evaluation,https://doi.org/10.22323/1.032.0032
author:harvey_meyer,author,Harvey Meyer,,,
paper:doi:10.1093/rfs/hhp036,paper,Unspanned Stochastic Volatility and the Pricing of Commodity Derivatives,exclude,mechanism,https://doi.org/10.1093/rfs/hhp036
author:anders_b_trolle,author,Anders B. Trolle,,,
author:eduardo_s_schwartz,author,Eduardo S. Schwartz,,,
paper:doi:10.1163/2210-7886_asc-13790,paper,"13790, 1834-11-10",exclude,identity,https://doi.org/10.1163/2210-7886_asc-13790
paper:doi:10.3390/e14112100,paper,A Free Energy Principle for Biological Systems,exclude,objective,https://doi.org/10.3390/e14112100
paper:doi:10.1038/s41586-024-07566-y,paper,AI models collapse when trained on recursively generated data,exclude,failure,https://doi.org/10.1038/s41586-024-07566-y
author:ilia_shumailov,author,Ilia Shumailov,,,
author:zakhar_shumaylov,author,Zakhar Shumaylov,,,
author:yiren_zhao,author,Yiren Zhao,,,
author:nicolas_papernot,author,Nicolas Papernot,,,
author:ross_anderson,author,Ross Anderson,,,
author:yarin_gal,author,Yarin Gal,,,
paper:doi:10.1080/14686996.2017.1361305,paper,"Additive manufacturing of metals: a brief review of the characteristic microstructures and properties of steels, Ti-6Al-4V and high-entropy alloys",exclude,objective,https://doi.org/10.1080/14686996.2017.1361305
author:st_phane_gorsse,author,Stéphane Gorsse,,,
author:christopher_hutchinson,author,Christopher Hutchinson,,,
author:mohamed_goun,author,Mohamed Gouné,,,
author:rajarshi_banerjee,author,Rajarshi Banerjee,,,
paper:doi:10.1016/j.ijimpeng.2005.10.001,paper,Aluminium foam sandwiches collapse modes under static and dynamic three-point bending,exclude,failure,https://doi.org/10.1016/j.ijimpeng.2005.10.001
author:vincenzo_crupi,author,Vincenzo Crupi,,,
author:roberto_montanini,author,Roberto Montanini,,,
paper:doi:10.1175/1520-0493(2000)128<1852:aeksfn>2.0.co;2,paper,An Ensemble Kalman Smoother for Nonlinear Dynamics,exclude,mechanism,https://doi.org/10.1175/1520-0493(2000)128<1852:aeksfn>2.0.co;2
author:geir_evensen,author,Geir Evensen,,,
author:peter_jan_van_leeuwen,author,Peter Jan van Leeuwen,,,
paper:doi:10.1023/a:1007665907178,paper,An Introduction to Variational Methods for Graphical Models,exclude,objective,https://doi.org/10.1023/a:1007665907178
author:michael_i_jordan,author,Michael I. Jordan,,,
author:zoubin_ghahramani,author,Zoubin Ghahramani,,,
author:tommi_jaakkola,author,Tommi Jaakkola,,,
author:lawrence_k_saul,author,Lawrence K. Saul,,,
paper:doi:10.1038/s41467-019-10988-2,paper,An adaptive variational algorithm for exact molecular simulations on a quantum computer,exclude,objective,https://doi.org/10.1038/s41467-019-10988-2
author:harper_r_grimsley,author,Harper R. Grimsley,,,
author:sophia_e_economou,author,Sophia E. Economou,,,
author:edwin_barnes,author,Edwin Barnes,,,
author:nicholas_j_mayhall,author,Nicholas J. Mayhall,,,
paper:doi:10.1007/jhep07(2022)030,paper,An efficient Lorentz equivariant graph neural network for jet tagging,exclude,extension,https://doi.org/10.1007/jhep07(2022)030
author:shiqi_gong,author,Shiqi Gong,,,
author:qi_meng,author,Qi Meng,,,
author:jue_zhang,author,Jue Zhang,,,
author:h_qu,author,H. Qu,,,
author:c_li,author,C. Li,,,
author:sitian_qian,author,Sitian Qian,,,
author:weitao_du,author,Weitao Du,,,
author:zhi_ming_ma,author,Zhi-Ming Ma,,,
author:tie_yan_liu,author,Tie‐Yan Liu,,,
paper:doi:10.1093/scan/nsm030,paper,Attending to the present: mindfulness meditation reveals distinct neural modes of self-reference,exclude,failure,https://doi.org/10.1093/scan/nsm030
author:norman_a_s_farb,author,Norman A. S. Farb,,,
author:zindel_v_segal,author,Zindel V. Segal,,,
author:helen_s_mayberg,author,Helen S. Mayberg,,,
author:jim_bean,author,Jim Bean,,,
author:deborah_mckeon,author,Deborah McKeon,,,
author:zainab_fatima,author,Zainab Fatima,,,
author:adam_k_anderson,author,Adam K. Anderson,,,
paper:doi:10.3389/fnhum.2010.00215,paper,"Attention, Uncertainty, and Free-Energy",exclude,objective,https://doi.org/10.3389/fnhum.2010.00215
author:harriet_feldman,author,Harriet Feldman,,,
paper:doi:10.1242/jeb.01556,paper,"Body size, energy metabolism and lifespan",exclude,objective,https://doi.org/10.1242/jeb.01556
author:john_r_speakman,author,John R. Speakman,,,
paper:doi:10.1093/restud/rdaa042,paper,Building the City: From Slums to a Modern Metropolis,exclude,correction,https://doi.org/10.1093/restud/rdaa042
author:j_vernon_henderson,author,J. Vernon Henderson,,,
author:tanner_regan,author,Tanner Regan,,,
author:anthony_j_venables,author,Anthony J. Venables,,,
paper:doi:10.1038/scientificamerican07161892-13790bsupp,paper,Carborundum,exclude,identity,https://doi.org/10.1038/scientificamerican07161892-13790bsupp
paper:doi:10.1029/2010wr009945,paper,"Comparison of multiple linear and nonlinear regression, autoregressive integrated moving average, artificial neural network, and wavelet artificial neural network methods for urban water demand forecasting in Montreal, Canada",exclude,adjacent_method,https://doi.org/10.1029/2010wr009945
author:jan_adamowski,author,Jan Adamowski,,,
author:hiu_fung_chan,author,Hiu Fung Chan,,,
author:shiv_o_prasher,author,Shiv O. Prasher,,,
author:bogdan_ozga_zieli_ski,author,Bogdan Ozga-Zieliński,,,
author:anna_sliusarieva,author,Anna Sliusarieva,,,
paper:doi:10.5937/savpoljteh1602095d,paper,Condition of pesticide application equipment in Shtip region and possibility of applying European standard EN 13790,exclude,identity,https://doi.org/10.5937/savpoljteh1602095d
author:z_dimitrovski,author,Z. Dimitrovski,,,
author:s_dimitrov,author,S. Dimitrov,,,
author:r_kukutanov,author,R. Kukutanov,,,
paper:doi:10.1038/nphoton.2012.88,paper,Controlling waves in space and time for imaging and focusing in complex media,exclude,objective,https://doi.org/10.1038/nphoton.2012.88
author:allard_p_mosk,author,Allard P. Mosk,,,
author:ad_lagendijk,author,Ad Lagendijk,,,
author:geoffroy_lerosey,author,Geoffroy Lerosey,,,
author:mathias_fink,author,Mathias Fink,,,
paper:doi:10.3389/fnins.2017.00682,paper,Conversion of Continuous-Valued Deep Networks to Efficient Event-Driven Networks for Image Classification,exclude,adjacent_method,https://doi.org/10.3389/fnins.2017.00682
author:bodo_rueckauer,author,Bodo Rueckauer,,,
author:iulia_alexandra_lungu,author,Iulia-Alexandra Lungu,,,
author:yuhuang_hu,author,Yuhuang Hu,,,
author:michael_pfeiffer,author,Michael Pfeiffer,,,
author:shih_chii_liu,author,Shih‐Chii Liu,,,
paper:doi:10.1289/ehp.00108s3511,paper,Critical periods of vulnerability for the developing nervous system: evidence from humans and animal models.,exclude,failure,https://doi.org/10.1289/ehp.00108s3511
author:d_rice,author,D. Rice,,,
author:stanley_barone,author,Stanley Barone,,,
paper:doi:10.1007/s00394-012-0380-y,paper,Critical review: vegetables and fruit in the prevention of chronic diseases,exclude,failure,https://doi.org/10.1007/s00394-012-0380-y
author:heiner_boeing,author,Heiner Boeing,,,
author:angela_bechthold,author,Angela Bechthold,,,
author:achim_bub,author,Achim Bub,,,
author:sabine_ellinger,author,Sabine Ellinger,,,
author:dirk_haller,author,Dirk Haller,,,
author:anja_kroke,author,Anja Kroke,,,
author:eva_leschik_bonnet,author,Eva Leschik‐Bonnet,,,
author:manfred_j_m_ller,author,Manfred J. Müller,,,
author:h_oberritter,author,H Oberritter,,,
author:matthias_b_schulze,author,Matthias B. Schulze,,,
author:peter_stehle,author,Peter Stehle,,,
author:bernhard_watzl,author,Bernhard Watzl,,,
paper:doi:10.1016/j.socscimed.2016.08.027,paper,Debt trajectories and mental health,exclude,mechanism,https://doi.org/10.1016/j.socscimed.2016.08.027
author:daniel_hojman,author,Daniel Hojman,,,
author:lvaro_miranda,author,Álvaro Miranda,,,
author:jaime_ruiz_tagle,author,Jaime Ruiz‐Tagle,,,
paper:doi:10.1371/journal.pcbi.1000028,paper,Dimensionality and Dynamics in the Behavior of C. elegans,exclude,mechanism,https://doi.org/10.1371/journal.pcbi.1000028
author:greg_j_stephens,author,Greg J. Stephens,,,
author:bethany_johnson_kerner,author,Bethany Johnson-Kerner,,,
author:william_bialek,author,William Bialek,,,
author:william_s_ryu,author,William S. Ryu,,,
paper:doi:10.1016/j.actamat.2016.11.016,paper,Directly cast bulk eutectic and near-eutectic high entropy alloys with balanced strength and ductility in a wide temperature range,exclude,objective,https://doi.org/10.1016/j.actamat.2016.11.016
author:yiping_lu,author,Yiping Lu,,,
author:xuzhou_gao,author,Xuzhou Gao,,,
author:li_jiang,author,Li Jiang,,,
author:zongning_chen,author,Zongning Chen,,,
author:tongmin_wang,author,Tongmin Wang,,,
author:jinchuan_jie,author,Jinchuan Jie,,,
author:huijun_kang,author,Huijun Kang,,,
author:yubo_zhang,author,Yubo Zhang,,,
author:sheng_guo,author,Sheng Guo,,,
author:haihui_ruan,author,Haihui Ruan,,,
author:yonghao_zhao,author,Yonghao Zhao,,,
author:zhiqiang_cao,author,Zhiqiang Cao,,,
author:tingju_li,author,Tingju Li,,,
paper:doi:10.1080/01621459.1979.10482531,paper,Distribution of the Estimators for Autoregressive Time Series with a Unit Root,exclude,adjacent_method,https://doi.org/10.1080/01621459.1979.10482531
author:david_a_dickey,author,David A. Dickey,,,
author:wayne_a_fuller,author,Wayne A. Fuller,,,
paper:doi:10.1016/j.tree.2010.01.010,paper,Diversity meets decomposition,exclude,mechanism,https://doi.org/10.1016/j.tree.2010.01.010
author:mark_o_gessner,author,Mark O. Gessner,,,
author:christopher_m_swan,author,Christopher M. Swan,,,
author:christian_k_dang,author,Christian K. Dang,,,
author:brendan_g_mckie,author,Brendan G. McKie,,,
author:richard_d_bardgett,author,Richard D. Bardgett,,,
author:diana_h_wall,author,Diana H. Wall,,,
author:stephan_h_ttenschwiler,author,Stephan Hättenschwiler,,,
paper:doi:10.1016/j.physrep.2006.09.003,paper,Dynamics of Loschmidt echoes and fidelity decay,exclude,mechanism,https://doi.org/10.1016/j.physrep.2006.09.003
author:t_gorin,author,T. Gorin,,,
author:toma_prosen,author,Tomaž Prosen,,,
author:t_h_seligman,author,T. H. Seligman,,,
author:marko_nidari,author,Marko Žnidarič,,,
paper:doi:10.1038/35085500,paper,Dynamics of collapsing and exploding Bose–Einstein condensates,exclude,failure,https://doi.org/10.1038/35085500
author:elizabeth_a_donley,author,Elizabeth A. Donley,,,
author:n_r_claussen,author,N. R. Claussen,,,
author:simon_l_cornish,author,Simon L. Cornish,,,
author:jacob_roberts,author,Jacob Roberts,,,
author:eric_cornell,author,Eric Cornell,,,
author:carl_wieman,author,Carl Wieman,,,
paper:doi:10.1038/ncomms5232,paper,Electrochemical dynamics of nanoscale metallic inclusions in dielectrics,exclude,mechanism,https://doi.org/10.1038/ncomms5232
author:yuchao_yang,author,Yuchao Yang,,,
author:peng_gao,author,Peng Gao,,,
author:linze_li,author,Linze Li,,,
author:xiaoqing_pan,author,Xiaoqing Pan,,,
author:stefan_tappertzhofen,author,Stefan Tappertzhofen,,,
author:shinhyun_choi,author,Shinhyun Choi,,,
author:rainer_waser,author,Rainer Waser,,,
author:ilia_valov,author,Ilia Valov,,,
author:wei_l,author,Wei Lü,,,
paper:doi:10.1038/s41467-019-10303-z,paper,"Electrosynthesis of high-entropy metallic glass nanoparticles for designer, multi-functional electrocatalysis",exclude,objective,https://doi.org/10.1038/s41467-019-10303-z
author:matthew_w_glasscott,author,Matthew W. Glasscott,,,
author:andrew_d_pendergast,author,Andrew D. Pendergast,,,
author:sondrica_goines,author,Sondrica Goines,,,
author:anthony_r_bishop,author,Anthony R. Bishop,,,
author:andy_t_hoang,author,Andy T. Hoang,,,
author:christophe_renault,author,Christophe Renault,,,
author:jeffrey_e_dick,author,Jeffrey E. Dick,,,
paper:doi:10.1038/40779,paper,Entropy difference between crystal phases,exclude,objective,https://doi.org/10.1038/40779
author:peter_g_bolhuis,author,Peter G. Bolhuis,,,
author:daan_frenkel,author,Daan Frenkel,,,
author:siun_choun_mau,author,Siun-Choun Mau,,,
paper:doi:10.1111/0022-1082.00248,paper,Equilibrium Forward Curves for Commodities,exclude,mechanism,https://doi.org/10.1111/0022-1082.00248
author:bryan_routledge,author,Bryan Routledge,,,
author:duane_j_seppi,author,Duane J. Seppi,,,
author:chester_s_spatt,author,Chester S. Spatt,,,
paper:doi:10.1103/physreve.56.5018,paper,Equilibrium free-energy differences from nonequilibrium measurements: A master-equation approach,exclude,objective,https://doi.org/10.1103/physreve.56.5018
author:christopher_jarzynski,author,Christopher Jarzynski,,,
paper:doi:10.1038/s41534-023-00710-y,paper,Equivariant quantum circuits for learning on weighted graphs,exclude,extension,https://doi.org/10.1038/s41534-023-00710-y
author:andrea_skolik,author,Andrea Skolik,,,
author:michele_cattelan,author,Michele Cattelan,,,
author:thomas_b_ck,author,Thomas Bäck,,,
paper:doi:10.1146/annurev-physiol-021113-170305,paper,"Exocytosis and Endocytosis: Modes, Functions, and Coupling Mechanisms",exclude,failure,https://doi.org/10.1146/annurev-physiol-021113-170305
author:ling_gang_wu,author,Ling-Gang Wu,,,
author:edaeni_hamid,author,Edaeni Hamid,,,
author:wonchul_shin,author,Wonchul Shin,,,
author:hsueh_cheng_chiang,author,Hsueh‐Cheng Chiang,,,
paper:doi:10.1007/s11205-018-2025-x,paper,"Flexible Working, Work–Life Balance, and Gender Equality: Introduction",exclude,mechanism,https://doi.org/10.1007/s11205-018-2025-x
author:heejung_chung,author,Heejung Chung,,,
author:tanja_van_der_lippe,author,Tanja van der Lippe,,,
paper:doi:10.1016/s0013-7952(97)81916-3,paper,Formation and collapse of metastable particle packings and open structures in loess deposits,exclude,failure,https://doi.org/10.1016/s0013-7952(97)81916-3
author:a_m_assallay,author,A.M. Assallay,,,
author:c_d_f_rogers,author,C. D. F. Rogers,,,
author:ian_smalley,author,Ian Smalley,,,
paper:doi:10.1136/bmjopen-2017-020683,paper,Framework to construct and interpret latent class trajectory modelling,exclude,mechanism,https://doi.org/10.1136/bmjopen-2017-020683
author:hannah_lennon,author,Hannah Lennon,,,
author:scott_p_kelly,author,Scott P. Kelly,,,
author:matthew_sperrin,author,Matthew Sperrin,,,
author:iain_buchan,author,Iain Buchan,,,
author:amanda_j_cross,author,Amanda J. Cross,,,
author:michael_f_leitzmann,author,Michael F. Leitzmann,,,
author:michael_b_cook,author,Michael B. Cook,,,
author:andrew_g_renehan,author,Andrew G. Renehan,,,
paper:doi:10.1117/12.3086992,paper,Front Matter: Volume 13790,exclude,identity,https://doi.org/10.1117/12.3086992
paper:doi:10.18653/v1/2022.acl-long.26,paper,GLM: General Language Model Pretraining with Autoregressive Blank Infilling,exclude,adjacent_method,https://doi.org/10.18653/v1/2022.acl-long.26
author:zhengxiao_du,author,Zhengxiao Du,,,
author:yujie_qian,author,Yujie Qian,,,
author:xiao_liu,author,Xiao Liu,,,
author:jiezhong_qiu,author,Jiezhong Qiu,,,
author:zhilin_yang,author,Zhilin Yang,,,
author:jie_tang,author,Jie Tang,,,
paper:doi:10.1016/j.softx.2015.06.001,paper,GROMACS: High performance molecular simulations through multi-level parallelism from laptops to supercomputers,exclude,mechanism,https://doi.org/10.1016/j.softx.2015.06.001
author:m_abraham,author,M Abraham,,,
author:teemu_j_murtola,author,Teemu J. Murtola,,,
author:roland_schulz,author,Roland Schulz,,,
author:szil_rd_p_ll,author,Szilárd Páll,,,
author:jeremy_c_smith,author,Jeremy C. Smith,,,
author:berk_hess,author,Berk Hess,,,
author:erik_lindahl,author,Erik Lindahl,,,
paper:doi:10.1038/s41467-023-38468-8,paper,General framework for E(3)-equivariant neural network representation of density functional theory Hamiltonian,exclude,extension,https://doi.org/10.1038/s41467-023-38468-8
author:xiaoxun_gong,author,Xiaoxun Gong,,,
author:he_li,author,He Li,,,
author:nianlong_zou,author,Nianlong Zou,,,
author:runzhang_xu,author,Runzhang Xu,,,
author:wenhui_duan,author,Wenhui Duan,,,
author:yong_xu,author,Yong Xu,,,
paper:doi:10.1159/000360229,paper,Group-Based Trajectory Modeling: An Overview,exclude,mechanism,https://doi.org/10.1159/000360229
author:daniel_s_nagin,author,Daniel S. Nagin,,,
paper:doi:10.1038/scientificamerican07161892-13790asupp,paper,Growth of the Thomson-Houston Electric Company,exclude,identity,https://doi.org/10.1038/scientificamerican07161892-13790asupp
paper:doi:10.1007/s11336-009-9136-x,paper,High-dimensional Exploratory Item Factor Analysis by A Metropolis–Hastings Robbins–Monro Algorithm,exclude,correction,https://doi.org/10.1007/s11336-009-9136-x
author:li_cai,author,Li Cai,,,
paper:doi:10.1038/s41560-023-01280-1,paper,High-entropy electrolytes for practical lithium metal batteries,exclude,objective,https://doi.org/10.1038/s41560-023-01280-1
author:sang_cheol_kim,author,Sang Cheol Kim,,,
author:jingyang_wang,author,Jingyang Wang,,,
author:rong_xu,author,Rong Xu,,,
author:pu_zhang,author,Pu Zhang,,,
author:yuelang_chen,author,Yuelang Chen,,,
author:zhuojun_huang,author,Zhuojun Huang,,,
author:yufei_yang,author,Yufei Yang,,,
author:zhiao_yu,author,Zhiao Yu,,,
author:solomon_t_oyakhire,author,Solomon T. Oyakhire,,,
author:wenbo_zhang,author,Wenbo Zhang,,,
author:louisa_c_greenburg,author,Louisa C. Greenburg,,,
author:mun_sek_kim,author,Mun Sek Kim,,,
author:david_boyle,author,David Boyle,,,
author:philaphon_sayavong,author,Philaphon Sayavong,,,
author:yusheng_ye,author,Yusheng Ye,,,
author:jian_qin,author,Jian Qin,,,
author:zhenan_bao,author,Zhenan Bao,,,
author:yi_cui,author,Yi Cui,,,
paper:doi:10.1038/s41467-019-11848-9,paper,Highly efficient decomposition of ammonia using high-entropy alloy catalysts,exclude,objective,https://doi.org/10.1038/s41467-019-11848-9
author:pengfei_xie,author,Pengfei Xie,,,
author:yonggang_yao,author,Yonggang Yao,,,
author:zhennan_huang,author,Zhennan Huang,,,
author:zhenyu_liu,author,Zhenyu Liu,,,
author:junlei_zhang,author,Junlei Zhang,,,
author:tangyuan_li,author,Tangyuan Li,,,
author:guofeng_wang,author,Guofeng Wang,,,
author:reza_shahbazian_yassar,author,Reza Shahbazian‐Yassar,,,
author:liangbing_hu,author,Liangbing Hu,,,
author:chao_wang,author,Chao Wang,,,
paper:doi:10.1177/0278364920917446,paper,Human motion trajectory prediction: a survey,exclude,mechanism,https://doi.org/10.1177/0278364920917446
author:andrey_rudenko,author,Andrey Rudenko,,,
author:luigi_palmieri,author,Luigi Palmieri,,,
author:michael_herman,author,Michael Herman,,,
author:kris_m_kitani,author,Kris M Kitani,,,
author:dariu_m_gavrila,author,Dariu M Gavrila,,,
author:kai_o_arras,author,Kai O Arras,,,
paper:doi:10.1038/nature10902,paper,"Ice-sheet collapse and sea-level rise at the Bølling warming 14,600 years ago",exclude,failure,https://doi.org/10.1038/nature10902
author:pierre_deschamps,author,Pierre Deschamps,,,
author:nicolas_durand,author,Nicolas Durand,,,
author:douard_bard,author,Édouard Bard,,,
author:bruno_hamelin,author,Bruno Hamelin,,,
author:gilbert_camoin,author,Gilbert Camoin,,,
author:alexander_thomas,author,Alexander Thomas,,,
author:gideon_m_henderson,author,Gideon M. Henderson,,,
author:jun_ichi_okuno,author,Jun’ichi Okuno,,,
author:y_suke_yokoyama,author,Yūsuke Yokoyama,,,
paper:doi:10.1109/cvpr.2017.632,paper,Image-to-Image Translation with Conditional Adversarial Networks,exclude,adjacent_method,https://doi.org/10.1109/cvpr.2017.632
author:phillip_isola,author,Phillip Isola,,,
author:tinghui_zhou,author,Tinghui Zhou,,,
paper:doi:10.1038/nnano.2017.45,paper,Imaging modes of atomic force microscopy for application in molecular and cell biology,exclude,failure,https://doi.org/10.1038/nnano.2017.45
author:yves_f_dufr_ne,author,Yves F. Dufrêne,,,
author:toshio_ando,author,Toshio Ando,,,
author:ricardo_garc_a,author,Ricardo Garcı́a,,,
author:david_alsteens,author,David Alsteens,,,
author:david_mart_nez_mart_n,author,David Martínez-Martín,,,
author:andreas_engel,author,Andreas Engel,,,
author:christoph_gerber,author,Christoph Gerber,,,
author:daniel_j_m_ller,author,Daniel J. Müller,,,
